time,open,high,low,close,ADX
1661025600,20980.5,21145.5,20780.5,20811.5,9.576386135105766
1661029200,20811.5,21124,20730,21106.5,8.273209032829033
1661032800,21106.5,21250,21050.5,21124.5,12.064587734595559
1661036400,21124.5,21219,21070,21124,11.429544963386354
1661040000,21124,21286.5,21111.5,21153,13.123783490564175
1661043600,21153,21264.5,21150,21244.5,12.57087629282822
1661047200,21244.5,21307,21201.5,21251,13.682939996684173
1661050800,21251,21251,21150,21195.5,13.139356533616564
1661054400,21195.5,21267.5,21173,21190,13.305665837152631
1661058000,21190,21225,21158,21217,12.925807581281452
1661061600,21217,21229.5,21060.5,21104.5,11.995553001364673
1661065200,21104.5,21238,21066,21234.5,11.479833360286479
1661068800,21234.5,21480,21214.5,21346,20.11344157924624
1661072400,21346,21495.5,21323,21415,19.329135727922235
1661076000,21415,21456,21354,21369,18.49887961331957
1661079600,21369,21558,21354,21509,21.166430630342067
1661083200,21509,21565,21457,21457,20.49009813228583
1661086800,21457,21486.5,21370,21385.5,19.449499860612214
1661090400,21385.5,21417,21294,21403,18.387728483499604
1661094000,21403,21422.5,21347,21409.5,18.001012859282962
1661097600,21409.5,21488,21319.5,21396.5,19.613246041332232
1661101200,21396.5,21474.5,21396,21444.5,18.881488623550844
1661104800,21444.5,21483,21375,21471,17.892421945656082
1661108400,21471,21538,21435.5,21494.5,19.710008422279863
1661112000,21494.5,21780,21444.5,21454.5,27.673805028557908
1661115600,21454.5,21682.5,21454,21520.5,24.899336266712442
1661119200,21520.5,21650,21262,21547.5,21.041694629089974
1661122800,21547.5,21627,21505,21505.5,19.992826025704492
1661126400,21505.5,21523,21390,21442.5,18.887497722863557
1661130000,21442.5,21474,21355,21435,17.932216834403466
1661133600,21435,21480.5,21367,21463,17.329456086513503
1661137200,21463,21490,21403,21407.5,17.078381917977197
1661140800,21407.5,21471.5,21343,21456,16.07673183644088
1661144400,21456,21479,21400,21415,15.830660541576176
1661148000,21415,21432.5,21285.5,21338.5,14.727503976284
1661151600,21338.5,21364,21042,21094.5,12.648314806884517
1661155200,21094.5,21180,20858,21175,10.979086484044593
1661158800,21175,21249.5,21081,21167,13.074304699357558
1661162400,21167,21330,21101.5,21269.5,15.108459360363772
1661166000,21269.5,21312.5,21183,21234.5,14.306757715957055
1661169600,21234.5,21326,21146,21190.5,13.254003263395209
1661173200,21190.5,21363.5,21062.5,21292.5,11.703160715852222
1661176800,21292.5,21383,21155,21190.5,11.428646520559708
1661180400,21190.5,21428,21188,21387.5,12.08679731342467
1661184000,21387.5,21538,21307,21317,15.115459026052134
1661187600,21317,21325.5,21187,21221,14.326954117034157
1661191200,21221,21231,20955.5,21007,12.886872501686186
1661194800,21007,21111.5,20985,21043.5,12.27667878066149
1661198400,21043.5,21176.5,21040.5,21115,14.122611274848802
1661202000,21115,21127,21030,21087,13.580477190049026
1661205600,21087,21228,21076,21155,16.796889298516163
1661209200,21155,21414,21145,21382.5,22.236105443758547
1661212800,21382.5,21455,21281,21292,22.325678293287805
1661216400,21292,21391,21281,21291,21.344857024852367
1661220000,21291,21341,21249,21332.5,20.532392161087646
1661223600,21332.5,21358,21200,21232,19.18200215064224
1661227200,21232,21304,21219.5,21258,18.481916812145197
1661230800,21258,21274.5,20930.5,20956,15.93256808364362
1661234400,20956,21082,20885,21074.5,14.68345181309431
1661238000,21074.5,21290,21063.5,21290,21.509931476753053
1661241600,21290,21504,21289.5,21438,27.98749084324111
1661245200,21438,21565,21274,21427.5,27.229569548247554
1661248800,21427.5,21449.5,21306,21407.5,25.75403740073249
1661252400,21407.5,21480,21342.5,21440.5,25.564867634688614
1661256000,21440.5,21510,21330,21338,24.946708031102194
1661259600,21338,21588,21323,21506,25.39191121071046
1661263200,21506,21678.5,21436.5,21455.5,26.459127559371403
1661266800,21455.5,21566.5,21378,21464,24.622933336951487
1661270400,21464,21470.5,21339,21458.5,23.40279277405985
1661274000,21458.5,21515,21384,21403.5,23.936181012701788
1661277600,21403.5,21586,21385.5,21534,24.817609797211347
1661281200,21534,21563,21475.5,21508,23.95291992998473
1661284800,21508,21650,21440,21466.5,25.396637546987105
1661288400,21466.5,21494.5,21415,21480,24.569131450911396
1661292000,21480,21572.5,21459.5,21466,26.68114757745908
1661295600,21466,21585.5,21450,21516.5,25.6934864279023
1661299200,21516.5,21537.5,21325.5,21375,23.413231287954485
1661302800,21375,21417,21165,21249.5,21.02465732624983
1661306400,21249.5,21353,21138.5,21189.5,19.226646437474187
1661310000,21189.5,21279,21161.5,21256,18.30325270852489
1661313600,21256,21347,21220.5,21320,20.173177820320614
1661317200,21320,21487,21304,21406.5,24.450499435605465
1661320800,21406.5,21461.5,21312,21385,22.9193662100817
1661324400,21385,21430,21232,21304.5,21.04012613132559
1661328000,21304.5,21427,21291.5,21331,19.841163658806558
1661331600,21331,21386.5,21286.5,21300,18.981491288123035
1661335200,21300,21370,21257.5,21274,18.034787603464945
1661338800,21274,21457,21267.5,21431,20.347557335483156
1661342400,21431,21514,21405,21472.5,21.90913276141049
1661346000,21472.5,21493.5,21362.5,21427.5,20.60548992066982
1661349600,21427.5,21555.5,21390,21456.5,21.86793024489258
1661353200,21456.5,21625,21445,21602.5,23.21819009329628
1661356800,21602.5,21880,21602.5,21705,31.32730261977103
1661360400,21705,21765.5,21600,21620,29.11890343148168
1661364000,21620,21715,21620,21669,27.902955244468426
1661367600,21669,21800,21668,21689,30.04899554505363
1661371200,21689,21743,21670,21673,29.032127111104273
1661374800,21673,21716.5,21519,21580,26.426548531662306
1661378400,21580,21638.5,21441.5,21477.5,24.102861016271667
1661382000,21477.5,21518.5,21351,21353,22.306850770737736
1661385600,21353,21476,21303.5,21466,20.604093668972013
1661389200,21466,21636.5,21456,21542.5,26.015000968643857
1661392800,21542.5,21571.5,21501.5,21518,25.181998880961913
1661396400,21518,21589.5,21414.5,21460,23.183406676816773
1661400000,21460,21550,21454,21528.5,22.14509119516174
1661403600,21528.5,21578.5,21481,21547,22.475979906067742
1661407200,21547,21729,21542,21680.5,27.578671544907362
1661410800,21680.5,21750,21661,21732.5,27.406825286702205
1661414400,21732.5,21810,21672,21675.5,28.486836682431157
1661418000,21675.5,21713.5,21614,21700,27.074114992856654
1661421600,21700,21707,21604,21616,25.65572547096654
1661425200,21616,21734,21610,21717,25.408852227628945
1661428800,21717,21768.5,21616,21670,25.192408423394998
1661432400,21670,21727,21556,21696,23.03160813785109
1661436000,21696,21750.5,21630.5,21640.5,22.82169477830652
1661439600,21640.5,21658.5,21480,21562,20.793934804647648
1661443200,21562,21575,21421.5,21441.5,19.212984130106843
1661446800,21441.5,21590,21428.5,21557.5,18.425801131028095
1661450400,21557.5,21573,21488.5,21527.5,17.637575791424837
1661454000,21527.5,21632,21503,21592,19.483919720191302
1661457600,21592,21667,21540,21634,20.009845100607475
1661461200,21634,21667.5,21554.5,21577.5,18.86043457391111
1661464800,21577.5,21610,21528,21566.5,18.03264072128655
1661468400,21566.5,21599.5,21506,21549.5,17.110462840960857
1661472000,21549.5,21558,21424.5,21473.5,15.863086768970664
1661475600,21473.5,21547.5,21465.5,21547.5,15.133315104674582
1661479200,21547.5,21598,21534,21585,17.507474176493847
1661482800,21585,21595,21541,21541,16.934615851950163
1661486400,21541,21548.5,21500.5,21518,16.420291878898126
1661490000,21518,21518,21326,21391.5,14.520571032293196
1661493600,21391.5,21450,21366,21413,13.769977386389119
1661497200,21413,21440,21320,21440,12.755580171735026
1661500800,21440,21464.5,21381,21412.5,13.623267766966741
1661504400,21412.5,21443,21400,21427.5,13.239157752956606
1661508000,21427.5,21435.5,21314,21385,12.193043840482567
1661511600,21385,21403.5,21096.5,21182.5,10.03531686279932
1661515200,21182.5,21734.5,21151,21628.5,22.45071873528388
1661518800,21628.5,21869,21612,21743.5,25.797692208947343
1661522400,21743.5,21800,21122,21151.5,19.57043765457623
1661526000,21151.5,21152,20607.5,20769,16.19036989453833
1661529600,20769,20829.5,20510,20715.5,14.597233081219843
1661533200,20715.5,20765.5,20621,20635,13.929631146365594
1661536800,20635,20728,20530,20683.5,13.048976711293385
1661540400,20683.5,20720,20611.5,20631.5,12.57964122071944
1661544000,20631.5,20739,20631.5,20645.5,12.767936974674532
1661547600,20645.5,20670.5,20561,20631,12.270467141916026
1661551200,20631,20668.5,20572,20602,11.832909337956695
1661554800,20602,20618,20085,20230.5,9.762249267381492
1661558400,20230.5,20366,20131,20292.5,9.013341341443072
1661562000,20292.5,20317.5,20230.5,20261.5,8.745845873991815
1661565600,20261.5,20275.5,20120.5,20195.5,8.274674746313517
1661569200,20195.5,20239.5,20176.5,20193.5,8.084041381731092
1661572800,20193.5,20213.5,20119,20140,7.793984314847733
1661576400,20140,20150,19910,20113.5,7.0974808678587005
1661580000,20113.5,20235,20080.5,20152.5,9.89301763538793
1661583600,20152.5,20262.5,20122,20259.5,10.416178507885622
1661587200,20259.5,20261.5,20168,20189.5,10.027771407825854
1661590800,20189.5,20199,20132,20145,9.747285963386519
1661594400,20145,20232.5,20138.5,20170,10.797108805859176
1661598000,20170,20239.5,20159.5,20198,10.723757540101047
1661601600,20198,20229.5,20171,20180.5,10.429464982864557
1661605200,20180.5,20227,20088,20162,9.745137647886471
1661608800,20162,20200,20040,20058,9.012113352790491
1661612400,20058,20089.5,19761,19975.5,7.727000147304043
1661616000,19975.5,20020.5,19832,19990.5,7.101237756005248
1661619600,19990.5,20083,19959,19971.5,9.450729542211775
1661623200,19971.5,20009.5,19931,19949,9.11360606145076
1661626800,19949,20035,19924,20009,9.827662470948122
1661630400,20009,20030,19935,19998.5,9.382133404122984
1661634000,19998.5,20016.5,19849,19863,8.63852972115866
1661637600,19863,20093.5,19840.5,20014.5,11.127661259968706
1661641200,20014.5,20067.5,19986,20027.5,10.703610282571368
1661644800,20027.5,20033,19920.5,19983,10.12976709651054
1661648400,19983,20065.5,19964.5,20010,11.216310958432262
1661652000,20010,20174,19980,19992.5,15.352465073593198
1661655600,19992.5,20046.5,19962.5,19986,14.717606953975118
1661659200,19986,19999.5,19950,19983,14.341253193388393
1661662800,19983,20042.5,19931.5,20042.5,15.760254821856687
1661666400,20042.5,20061.5,20012.5,20023.5,16.379505039751052
1661670000,20023.5,20072,20000,20040,15.710600335524356
1661673600,20040,20096.5,19988,20025.5,16.13760833862046
1661677200,20025.5,20035.5,19991,20012,15.706418454070498
1661680800,20012,20022,19955,19988.5,15.054209403710553
1661684400,19988.5,20028.5,19935,20020.5,14.169912092204983
1661688000,20020.5,20039,19880,19920,12.793638937840608
1661691600,19920,19970,19895.5,19926,12.195921488701215
1661695200,19926,19990,19797,19904.5,10.789576234407782
1661698800,19904.5,20033.5,19895,20007.5,12.47665238042918
1661702400,20007.5,20135.5,19971.5,19983.5,17.17422342164475
1661706000,19983.5,20047.5,19939,19963.5,16.09102063136684
1661709600,19963.5,20030,19959.5,19997.5,15.410871837032472
1661713200,19997.5,20052,19946,19965.5,15.753185902428022
1661716800,19965.5,20031.5,19955,19978,15.00608618938343
1661720400,19978,20039,19911.5,19955.5,13.828934765144167
1661724000,19955.5,20016.5,19850,19892,12.45491095308246
1661727600,19892,19913,19511,19548,9.897841497088384
1661731200,19548,19740.5,19547.5,19630.5,8.9480144865515
1661734800,19630.5,19669.5,19572,19648.5,8.504036802078526
1661738400,19648.5,19770,19639,19745.5,13.073288948781375
1661742000,19745.5,19942,19724,19847.5,20.128420633989702
1661745600,19847.5,19920,19772,19794.5,18.665756782526984
1661749200,19794.5,19823,19735,19743.5,17.83584093180271
1661752800,19743.5,19878,19743.5,19838,19.40811914053333
1661756400,19838,19895.5,19782,19877.5,19.17530192136731
1661760000,19877.5,19900,19785,19786,18.261650958990415
1661763600,19786,19848.5,19773,19833.5,17.52011492820207
1661767200,19833.5,19854,19803.5,19820.5,17.331728204144465
1661770800,19820.5,19847,19759,19813.5,16.454214868555212
1661774400,19813.5,20030,19800,19884,24.32625365681681
1661778000,19884,20125,19883.5,20069.5,26.18179037773738
1661781600,20069.5,20362.5,20059,20160.5,33.64461410397649
1661785200,20160.5,20263.5,20143,20249,31.70194612833206
1661788800,20249,20430,20231,20306.5,36.5414671522968
1661792400,20306.5,20318.5,20183,20269,34.20560120152177
1661796000,20269,20277.5,20106,20168.5,31.464109747141197
1661799600,20168.5,20187.5,20076.5,20089.5,29.79939200016267
1661803200,20089.5,20189.5,20071,20171,28.090685195737212
1661806800,20171,20230,20110,20196.5,28.42375038236116
1661810400,20196.5,20233.5,20154,20197,27.45576649418889
1661814000,20197,20334.5,20120,20277.5,29.5133650558346
1661817600,20277.5,20277.5,20179,20253,28.05892966621761
1661821200,20253,20272,20093.5,20151,25.59712512577354
1661824800,20151,20189.5,20118,20184,24.663671597379857
1661828400,20184,20264,20154.5,20259.5,27.12430741326855
1661832000,20259.5,20543,20247,20457,36.6399996252377
1661835600,20457,20457,20358,20409.5,34.86022018254479
1661839200,20409.5,20433.5,20367,20389.5,33.67686921554208
1661842800,20389.5,20569,20375,20426.5,37.16240495133414
1661846400,20426.5,20493.5,20380,20385.5,35.0351389372054
1661850000,20385.5,20440.5,20380,20415,33.92052429692222
1661853600,20415,20497,20314,20388,30.735308412223056
1661857200,20388,20408.5,20352,20395.5,29.804749580593004
1661860800,20395.5,20441,20258,20329,26.957810339254394
1661864400,20329,20437.5,20217,20261,23.98495475564451
1661868000,20261,20292.5,19715,19825,18.294591477442804
1661871600,19825,19828,19610,19752,16.685335193847887
1661875200,19752,19925,19530,19607,17.83851420996468
1661878800,19607,19694,19568,19674.5,16.983791925556503
1661882400,19674.5,19798,19669.5,19761,20.180855823643764
1661886000,19761,20079,19750.5,19939,28.088245086051874
1661889600,19939,20048,19834,19964.5,25.89072976626975
1661893200,19964.5,20004,19788.5,19872,23.865836436109376
1661896800,19872,19900,19760,19897,22.627712945983742
1661900400,19897,19918,19731,19803.5,21.056376461955875
1661904000,19803.5,19978,19791.5,19945,21.827861013771226
1661907600,19945,20242,19933,20222,28.83735919703511
1661911200,20222,20398,20222,20322,32.62348388767909
1661914800,20322,20452,20286.5,20391.5,32.62378002746107
1661918400,20391.5,20437.5,20320,20331,31.187032906649414
1661922000,20331,20379,20302,20345.5,30.24695203710224
1661925600,20345.5,20499.5,20205.5,20237,31.431271168071937
1661929200,20237,20298,20177.5,20245,29.972348794287218
1661932800,20245,20320,20120,20226,27.676178987748383
1661936400,20226,20229,20153,20163.5,26.834878506514674
1661940000,20163.5,20393.5,20142,20322.5,30.60507727544713
1661943600,20322.5,20370,20252,20305,29.164717604312077
1661947200,20305,20408.5,20188,20295,26.641538691062784
1661950800,20295,20425,20214,20295.5,25.10084542822295
1661954400,20295.5,20334,20073,20088.5,22.632867927796752
1661958000,20088.5,20155,19852,20134.5,20.155282992867505
1661961600,20134.5,20205,20007.5,20031,20.52357692338047
1661965200,20031,20144,19871,19971.5,18.552806583576913
1661968800,19971.5,20038,19930,19995,17.82364258056486
1661972400,19995,20318,19983,20214,25.454970831620834
1661976000,20214,20228.5,20150.5,20187.5,24.73519315726371
1661979600,20187.5,20290,20142,20268,25.653903890167246
1661983200,20268,20280.5,20079.5,20144,23.75599863452329
1661986800,20144,20144.5,19966,20050.5,22.186244261603022
1661990400,20050.5,20128,19908,20054,20.39728701895069
1661994000,20054,20174,20045,20111.5,21.136722141573046
1661997600,20111.5,20197.5,20060,20111.5,20.92356647190955
1662001200,20111.5,20162.5,19922,20015,19.03456973370683
1662004800,20015,20084.5,19982.5,20045,18.28076370839101
1662008400,20045,20123,20026,20031.5,19.11525623898638
1662012000,20031.5,20042.5,19945,19975,18.341406157750097
1662015600,19975,19975,19771,19891.5,16.808175425729075
1662019200,19891.5,19928,19807,19920,15.956168010869332
1662022800,19920,19979,19827.5,19921.5,17.0890150830518
1662026400,19921.5,20015.5,19909,20012,17.88281040413942
1662030000,20012,20120,19965,20064,21.227346951582597
1662033600,20064,20085,19880,19987,19.365101735037623
1662037200,19987,20030.5,19900,19969.5,18.26650586099379
1662040800,19969.5,19978,19649.5,19690,15.831744025163639
1662044400,19690,19830,19652.5,19774,14.692189297379084
1662048000,19774,19816.5,19560,19654,13.212210150472334
1662051600,19654,19929.5,19631,19717,15.974598882870172
1662055200,19717,19929,19700,19802,14.62059725615346
1662058800,19802,19893,19773.5,19862.5,13.95584113140696
1662062400,19862.5,20090,19835,20058.5,19.943976548700093
1662066000,20058.5,20175.5,20030,20076.5,22.076560167561144
1662069600,20076.5,20171,20057,20064.5,21.09855320094158
1662073200,20064.5,20139,20043,20124.5,20.283646946755155
1662076800,20124.5,20125,20041.5,20067.5,19.575430161387146
1662080400,20067.5,20083,20005.5,20039.5,18.915294505491925
1662084000,20039.5,20069.5,19953,20022,17.93612173936669
1662087600,20022,20244.5,20022,20150,23.778566770263147
1662091200,20150,20290,20133.5,20156.5,24.138289398336454
1662094800,20156.5,20162,20073,20116.5,23.174079572306443
1662098400,20116.5,20125.5,20058,20105,22.4418909754141
1662102000,20105,20113,20032.5,20105,21.566742363622406
1662105600,20105,20127.5,20056.5,20090,21.525874803117354
1662109200,20090,20157,20070,20128.5,22.083207914324788
1662112800,20128.5,20164,20024.5,20059,20.490588138164526
1662116400,20059,20089.5,19980,20080,19.313176696881893
1662120000,20080,20346.5,20017,20265.5,28.525239136492946
1662123600,20265.5,20388,20213,20253,28.128873328046808
1662127200,20253,20428,20191,20348,26.921948603502774
1662130800,20348,20382,20272,20346.5,25.551911408924216
1662134400,20346.5,20364.5,20082,20120,22.39929795797053
1662138000,20120,20120.5,19745.5,19790.5,19.040899046218072
1662141600,19790.5,20060.5,19750,19924,16.795443917402203
1662145200,19924,19975.5,19777,19907,15.534225979140118
1662148800,19907,19965.5,19854.5,19959.5,14.862136571444093
1662152400,19959.5,20020,19915,19964.5,16.425855387528866
1662156000,19964.5,20009,19874,19981.5,15.518779508113125
1662159600,19981.5,19989.5,19913,19940.5,15.012848750458742
1662163200,19940.5,20043,19911.5,19991.5,16.473966694631724
1662166800,19991.5,19992,19923,19945.5,15.96064291378667
1662170400,19945.5,19956.5,19888,19932.5,15.446080960052075
1662174000,19932.5,19933,19850.5,19888.5,14.82612202841611
1662177600,19888.5,19929,19882.5,19921,14.473506001614473
1662181200,19921,19950,19921,19932.5,15.38447249540727
1662184800,19932.5,19936,19819.5,19880,14.404671808942625
1662188400,19880,19904,19753,19812.5,13.22867241719581
1662192000,19812.5,19844,19765.5,19783.5,12.650459967148901
1662195600,19783.5,19814.5,19711,19789.5,11.911224231075229
1662199200,19789.5,19871.5,19789,19844.5,14.642467433229923
1662202800,19844.5,19844.5,19770,19797.5,13.99248663874099
1662206400,19797.5,19850,19790,19842.5,13.813578399384665
1662210000,19842.5,19898.5,19816.5,19857,16.15913406097755
1662213600,19857,19857,19775,19804,15.306255504841246
1662217200,19804,19823,19750,19763.5,14.569041167634174
1662220800,19763.5,19826,19763.5,19783,14.15365868918687
1662224400,19783,19820,19752,19812,13.48197716931255
1662228000,19812,19820,19711,19750.5,12.461143801106918
1662231600,19750.5,19813,19642,19708.5,11.047847458395685
1662235200,19708.5,19738,19678,19735.5,10.593834413762616
1662238800,19735.5,19772.5,19727.5,19739,12.716484438503109
1662242400,19739,19812,19738.5,19782.5,14.910757336211338
1662246000,19782.5,19838,19755,19821.5,15.913242625206937
1662249600,19821.5,19849,19791.5,19796.5,16.053443242932435
1662253200,19796.5,19820,19771,19771.5,15.436104470949969
1662256800,19771.5,19800,19766.5,19784,15.011092589778782
1662260400,19784,19804,19732.5,19770.5,14.117640249618885
1662264000,19770.5,19799,19754,19796.5,13.570200283885981
1662267600,19796.5,19796.5,19761,19761.5,13.137403089310617
1662271200,19761.5,19777,19677.5,19696,11.983761879196374
1662274800,19696,19724,19600,19631,10.720327795197363
1662278400,19631,19749,19585,19728.5,11.310920663292263
1662282000,19728.5,19820,19727.5,19760.5,16.11962069273442
1662285600,19760.5,19780,19734,19746,15.509326297747497
1662289200,19746,19847,19703.5,19841.5,19.02775746757865
1662292800,19841.5,19931.5,19767,19868,22.98201000975542
1662296400,19868,19875,19680.5,19705,19.885953523233688
1662300000,19705,19742.5,19650,19742.5,18.602447906138096
1662303600,19742.5,19783,19682,19782.5,20.118850850678925
1662307200,19782.5,19900,19717,19883,25.420143989494537
1662310800,19883,19943.5,19824,19829,26.281244282601325
1662314400,19829,19871.5,19794,19840,24.916663454148125
1662318000,19840,19910,19817.5,19870.5,25.961781574821302
1662321600,19870.5,19918.5,19857.5,19894,25.450119915116293
1662325200,19894,19914,19821.5,19845.5,23.796903305269712
1662328800,19845.5,19872.5,19810,19826.5,22.72285032910966
1662332400,19826.5,20018,19820,19986.5,29.496365368255727
1662336000,19986.5,20044.5,19867.5,19902.5,27.842932554678793
1662339600,19902.5,19960,19812.5,19832,25.262126888527767
1662343200,19832,19859,19812.5,19845.5,24.491401643269196
1662346800,19845.5,19895.5,19799.5,19877.5,25.35082941807954
1662350400,19877.5,19898.5,19824.5,19880,24.284058939945453
1662354000,19880,19880.5,19676,19718,21.133580594645107
1662357600,19718,19787.5,19699,19771.5,19.928635060013338
1662361200,19771.5,19785,19702.5,19744.5,18.849702748582956
1662364800,19744.5,19777,19715,19769.5,18.058442479173127
1662368400,19769.5,19794.5,19724.5,19757,18.395530874582843
1662372000,19757,19775.5,19623,19693,16.51406108722335
1662375600,19693,19719,19632,19695,15.537709973129896
1662379200,19695,19744.5,19662,19720.5,16.412943822811187
1662382800,19720.5,19780,19701.5,19727.5,18.001223427485012
1662386400,19727.5,19875,19715,19831,22.46738931675864
1662390000,19831,19938.5,19825.5,19844,25.026365751720753
1662393600,19844,19895.5,19812.5,19834.5,23.609416535251693
1662397200,19834.5,19845.5,19782.5,19818.5,22.56507989804966
1662400800,19818.5,19837,19662,19735.5,19.928118676784976
1662404400,19735.5,19766,19688,19705.5,18.86966398663479
1662408000,19705.5,19783,19694.5,19736,18.89034688453233
1662411600,19736,19790,19692,19745,18.09441788683634
1662415200,19745,19809,19722,19795,18.322222217706937
1662418800,19795,19858,19748,19780,20.328226405419258
1662422400,19780,20154.5,19774,20087.5,33.10113481819057
1662426000,20087.5,20164.5,19760,19764.5,26.398708652807265
1662429600,19764.5,19818,19650,19806,24.206431928759606
1662433200,19806,19812.5,19700,19776.5,22.838667289357165
1662436800,19776.5,19839.5,19745,19753,23.117445208236205
1662440400,19753,19827.5,19730,19772.5,21.93239160219551
1662444000,19772.5,19879,19756,19844.5,23.230513253476083
1662447600,19844.5,19933.5,19839.5,19894.5,24.99782826805268
1662451200,19894.5,20020,19853.5,19998,27.381596534819977
1662454800,19998,20016.5,19870,19901.5,25.264423832532753
1662458400,19901.5,19988,19894.5,19903.5,23.989519107570604
1662462000,19903.5,19946.5,19839,19910,22.57876888573965
1662465600,19910,19980,19842.5,19842.5,22.712516517233762
1662469200,19842.5,19898,19710,19777.5,20.455521903361284
1662472800,19777.5,19853,19664,19829.5,18.468570743415377
1662476400,19829.5,19876,19765.5,19812.5,18.603775628581936
1662480000,19812.5,19843.5,19675,19745.5,16.995239427000865
1662483600,19745.5,19750.5,18821.5,19097.5,11.230064499146865
1662487200,19097.5,19125.5,18944,18951.5,10.48194226197918
1662490800,18951.5,19010,18701,18816.5,9.341031484634582
1662494400,18816.5,18996.5,18617,18975,8.16550846754934
1662498000,18975,19070,18913,18961.5,10.217446818852942
1662501600,18961.5,18983.5,18868.5,18900,9.806746424143897
1662505200,18900,18909.5,18770,18782.5,9.317483381514647
1662508800,18782.5,18860,18657,18822,8.64182171210893
1662512400,18822,18852.5,18771,18778,8.379112717753497
1662516000,18778,18817.5,18451,18605.5,7.303832840534054
1662519600,18605.5,18741.5,18599,18741,6.931382056945198
1662523200,18741,18749.5,18665.5,18713.5,7.012672154233978
1662526800,18713.5,18786,18701,18748.5,8.199812902558028
1662530400,18748.5,18833,18721,18781,9.712006069112023
1662534000,18781,18811,18708,18789.5,9.299517789583607
1662537600,18789.5,18846.5,18763,18798,10.487102574749434
1662541200,18798,18811,18754.5,18782.5,10.220811572501598
1662544800,18782.5,18789,18722,18734,9.899787294342671
1662548400,18734,18774.5,18673,18730,9.417227133672261
1662552000,18730,18769.5,18669.5,18764.5,8.95413451733592
1662555600,18764.5,18919,18764.5,18826.5,15.595313439470228
1662559200,18826.5,18950,18803.5,18888,15.994301922739304
1662562800,18888,18920,18837.5,18860.5,15.327848361554517
1662566400,18860.5,18975.5,18845,18903.5,17.130645692172116
1662570000,18903.5,19025,18895.5,18979.5,18.525832136371672
1662573600,18979.5,19173,18951.5,19063,23.77047787644815
1662577200,19063,19190.5,18983,18983,22.256023928613985
1662580800,18983,19440,18982.5,19369.5,28.38697817332663
1662584400,19369.5,19447.5,19261,19352.5,26.51169047444381
1662588000,19352.5,19415,19310,19327.5,25.329691549101604
1662591600,19327.5,19341,19242.5,19287,24.23798049577488
1662595200,19287,19369.5,19227.5,19297,23.976603725145253
1662598800,19297,19319,19150.5,19176,22.19755924215248
1662602400,19176,19248,19175.5,19231.5,21.459745904438517
1662606000,19231.5,19248,19185,19212,20.812379379819838
1662609600,19212,19372,19207,19342.5,25.07329221695
1662613200,19342.5,19355,19282,19294,24.170276836992908
1662616800,19294,19344.5,19215,19230.5,22.61431542550924
1662620400,19230.5,19260,19054,19162.5,20.3681072394639
1662624000,19162.5,19225,19140.5,19217,19.511972901180805
1662627600,19217,19228.5,19129,19180,18.524578557674122
1662631200,19180,19341.5,19170,19296,22.591622842141692
1662634800,19296,19398,19270.5,19297.5,23.988899165571468
1662638400,19297.5,19372.5,19093,19135.5,20.82627017650647
1662642000,19135.5,19350,19010.5,19217,17.762930266247352
1662645600,19217,19311.5,19080.5,19305,16.034700689936024
1662649200,19305,19334.5,19216.5,19238,16.210321031465295
1662652800,19238,19245.5,19084.5,19182,15.084288738308034
1662656400,19182,19237,19110,19193,14.243771259841527
1662660000,19193,19232.5,19163,19189.5,13.79089441871204
1662663600,19189.5,19339.5,19175,19339,17.633370838075784
1662667200,19339,19440,19320,19364.5,21.310724601412637
1662670800,19364.5,19364.5,19276,19322.5,20.409160607435325
1662674400,19322.5,19323,19245.5,19290.5,19.62613452487225
1662678000,19290.5,19329.5,19270.5,19304.5,19.363593025230262
1662681600,19304.5,19394,19284.5,19349.5,21.635181198313703
1662685200,19349.5,19378.5,19318,19327,20.92006561599823
1662688800,19327,19435,19325,19380,22.770603265893772
1662692400,19380,19950,19379,19930,39.87038523250852
1662696000,19930,20465,19915,20349.5,51.069252924374034
1662699600,20349.5,20750,20326,20517,53.44990591445278
1662703200,20517,20825,20468,20674.5,49.62446443860197
1662706800,20674.5,20744,20568.5,20611,46.70857655067291
1662710400,20611,20979.5,20606.5,20757,48.65608466950677
1662714000,20757,20776,20626,20734.5,46.28005674715928
1662717600,20734.5,21178,20702,21061.5,51.73954081813631
1662721200,21061.5,21070,20870,20928,48.59480181648206
1662724800,20928,21245.5,20912,21059,48.99127004897457
1662728400,21059,21079.5,20910,20997,46.48737046476624
1662732000,20997,21124,20955,21094.5,45.43878911083684
1662735600,21094.5,21322,21050.5,21255,47.70866477008875
1662739200,21255,21389.5,21136,21283.5,46.092483307141734
1662742800,21283.5,21421.5,21166,21235.5,43.51379098448377
1662746400,21235.5,21237.5,21119.5,21160,41.9124187515544
1662750000,21160,21300,21148.5,21274.5,41.8805441041412
1662753600,21274.5,21321.5,21197.5,21282.5,40.87598420588715
1662757200,21282.5,21322,21176,21239.5,38.85911570694056
1662760800,21239.5,21387,21217.5,21334,38.829422135989496
1662764400,21334,21666,21240,21350.5,42.45287058255609
1662768000,21350.5,21381,21157,21253.5,39.41941508274487
1662771600,21253.5,21333,21245.5,21275,38.269082722202924
1662775200,21275,21304,21195,21292.5,36.827343599280475
1662778800,21292.5,21358,21275,21288.5,37.673433133710134
